,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,FMplex,CDD,CDD,CDD,CDD,Redlog,Redlog,Redlog,Redlog,Redlog,Redlog,Redlog,FM,FM,FM,FM,FM,FM,FM,FM,FM,FM,FM,stats,stats,stats,stats,stats,stats,stats
,answer,runtime,peak_memory_kbytes,eliminated_by_eq,output_constraints,only_qe_ms,eq_conflict,eliminated_vars,input_constraints,total_constraints,visited_nodes,answer,runtime,peak_memory_kbytes,output_constraints,answer,runtime,peak_memory_kbytes,trivial_false,contains_disjunction,output_constraints,trivial_true,answer,runtime,peak_memory_kbytes,input_constraints,output_constraints,only_qe_ms,total_constraints,eq_conflict,visited_nodes,eliminated_by_eq,eliminated_vars,constraints,variables,eliminated-variables,matrix-density-overall,matrix-density-eliminated,graph-density-overall,graph-density-eliminated
12_variables/15_constraints/3_density_5,success,0.026,6648,0.0,1.0,0.0,0.0,6.0,15.0,24.0,6.0,success,0.083,3540,1.0,success,0.187,45344,0.0,0.0,1.0,1.0,success,0.024,6808,15.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,15,12,6,0.3846153846153846,0.3555555555555555,0.5901639344262295,0.6774193548387096
12_variables/15_constraints/3_density_6,success,0.029,6732,0.0,23.0,4.0,0.0,6.0,15.0,170.0,13.0,success,0.095,3636,23.0,success,0.183,59680,0.0,1.0,468.0,0.0,success,0.483,29216,15.0,6207.0,403.0,0.0,0.0,0.0,0.0,6.0,15,12,6,0.3692307692307692,0.3888888888888889,0.4918032786885246,0.6129032258064516
12_variables/15_constraints/3_density_7,success,0.024,6648,0.0,4.0,0.0,0.0,6.0,14.0,33.0,6.0,success,0.103,3608,5.0,success,0.169,45232,0.0,0.0,4.0,0.0,success,0.027,6828,14.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,15,12,6,0.3282051282051282,0.2222222222222222,0.5081967213114754,0.4193548387096774
12_variables/15_constraints/3_density_8,success,0.051,6692,0.0,3.0,1.0,0.0,6.0,15.0,70.0,10.0,success,0.086,3536,3.0,success,0.203,49376,0.0,1.0,66.0,0.0,success,0.025,6848,15.0,3.0,1.0,0.0,0.0,0.0,0.0,6.0,15,12,6,0.3743589743589743,0.3333333333333333,0.5819672131147541,0.6774193548387096
12_variables/15_constraints/3_density_9,success,0.025,6652,0.0,11.0,1.0,0.0,6.0,15.0,48.0,8.0,success,0.085,3492,11.0,success,0.194,47536,0.0,1.0,60.0,0.0,success,0.028,6836,15.0,13.0,1.0,0.0,0.0,0.0,0.0,6.0,15,12,6,0.3487179487179487,0.2888888888888888,0.4836065573770491,0.5161290322580645
12_variables/15_constraints/5_density_0,success,0.037,6760,0.0,23.0,6.0,0.0,6.0,15.0,206.0,15.0,success,0.219,3684,23.0,success,0.211,55716,0.0,1.0,279.0,0.0,success,1.309,65968,15.0,15360.0,1134.0,0.0,0.0,0.0,0.0,6.0,15,12,6,0.5025641025641026,0.4555555555555555,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/5_density_1,success,0.025,6660,0.0,1.0,1.0,0.0,6.0,15.0,14.0,5.0,success,0.094,3516,1.0,success,0.198,49688,0.0,0.0,1.0,1.0,success,0.027,6952,15.0,1.0,1.0,0.0,0.0,0.0,0.0,6.0,15,12,6,0.5128205128205128,0.5222222222222223,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/5_density_2,success,0.036,6752,0.0,1.0,12.0,0.0,6.0,15.0,503.0,46.0,success,0.12,3528,1.0,success,0.195,49636,0.0,0.0,1.0,0.0,success,0.032,7276,15.0,1.0,4.0,0.0,0.0,0.0,0.0,6.0,15,12,6,0.482051282051282,0.4444444444444444,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/5_density_3,success,0.07,7236,0.0,154.0,39.0,0.0,6.0,15.0,1274.0,83.0,success,0.129,3532,154.0,success,0.49,137348,0.0,1.0,2088.0,0.0,memout,305.0,757032,,,,,,,,,15,12,6,0.5230769230769231,0.5222222222222223,0.6147540983606558,0.6774193548387096
12_variables/15_constraints/5_density_4,success,0.073,7024,0.0,108.0,39.0,0.0,6.0,15.0,1389.0,96.0,success,0.164,3492,108.0,success,0.477,145880,0.0,1.0,2277.0,0.0,memout,305.0,396760,,,,,,,,,15,12,6,0.5076923076923077,0.5555555555555556,0.6065573770491803,0.6774193548387096
12_variables/15_constraints/5_density_5,success,0.143,7100,0.0,122.0,47.0,0.0,6.0,15.0,1731.0,118.0,success,0.196,3612,122.0,success,0.384,114944,0.0,1.0,1350.0,0.0,memout,305.0,76512,,,,,,,,,15,12,6,0.5538461538461539,0.5444444444444444,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/5_density_6,success,0.113,6980,0.0,112.0,34.0,0.0,6.0,15.0,1287.0,85.0,success,0.137,3748,112.0,success,0.34,98696,0.0,1.0,1494.0,0.0,success,41.87,1558572,15.0,408669.0,36814.0,0.0,0.0,0.0,0.0,6.0,15,12,6,0.5025641025641026,0.4,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/5_density_7,success,0.08,6988,0.0,87.0,20.0,0.0,6.0,15.0,615.0,41.0,success,0.1,3624,87.0,success,0.203,66048,0.0,1.0,414.0,0.0,memout,305.0,42116,,,,,,,,,15,12,6,0.5538461538461539,0.4666666666666667,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/5_density_8,success,0.078,6752,0.0,1.0,3.0,0.0,6.0,15.0,131.0,14.0,success,0.133,3624,1.0,success,0.18,55632,0.0,0.0,1.0,1.0,memout,305.0,112024,,,,,,,,,15,12,6,0.5076923076923077,0.4666666666666667,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/5_density_9,success,0.061,7108,0.0,127.0,35.0,0.0,6.0,15.0,1291.0,83.0,success,0.105,3616,127.0,success,0.258,76112,0.0,1.0,648.0,0.0,memout,305.0,1851600,,,,,,,,,15,12,6,0.5487179487179488,0.5666666666666667,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/7_density_0,success,0.059,6824,0.0,38.0,31.0,0.0,6.0,15.0,1026.0,78.0,success,0.089,3724,38.0,success,0.361,104648,0.0,1.0,1071.0,0.0,memout,305.0,162724,,,,,,,,,15,12,6,0.7128205128205128,0.7,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/7_density_1,success,0.268,7300,0.0,182.0,130.0,0.0,6.0,15.0,4541.0,303.0,success,0.103,3660,182.0,success,0.669,203292,0.0,1.0,2952.0,0.0,memout,305.0,159296,,,,,,,,,15,12,6,0.7128205128205128,0.7333333333333333,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/7_density_2,success,0.041,6788,0.0,1.0,12.0,0.0,6.0,15.0,432.0,37.0,success,0.105,3564,1.0,success,0.217,59704,0.0,0.0,1.0,1.0,memout,305.0,192928,,,,,,,,,15,12,6,0.7384615384615385,0.6777777777777778,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/7_density_3,success,0.292,7388,0.0,206.0,119.0,0.0,6.0,15.0,4095.0,277.0,success,0.14,3604,206.0,success,0.545,188560,0.0,1.0,2763.0,0.0,memout,305.0,3843744,,,,,,,,,15,12,6,0.7282051282051282,0.7666666666666667,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/7_density_4,success,0.092,6800,0.0,1.0,42.0,0.0,6.0,15.0,1618.0,136.0,success,0.099,3500,1.0,success,0.192,49496,0.0,0.0,1.0,1.0,memout,305.0,2086880,,,,,,,,,15,12,6,0.7333333333333333,0.7222222222222222,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/7_density_5,success,0.079,7112,0.0,127.0,53.0,0.0,6.0,15.0,1733.0,121.0,success,0.116,3640,127.0,success,0.475,139720,0.0,1.0,1611.0,0.0,memout,305.0,59188,,,,,,,,,15,12,6,0.7128205128205128,0.7444444444444445,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/7_density_6,success,0.075,6792,0.0,1.0,40.0,0.0,6.0,15.0,1469.0,109.0,success,0.136,3528,1.0,success,0.177,45524,0.0,0.0,1.0,1.0,memout,305.0,3964268,,,,,,,,,15,12,6,0.764102564102564,0.7444444444444445,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/7_density_7,success,0.061,6784,0.0,1.0,27.0,0.0,6.0,15.0,990.0,71.0,success,0.124,3592,1.0,success,0.262,61908,0.0,0.0,1.0,1.0,success,0.427,70588,15.0,1.0,394.0,0.0,0.0,0.0,0.0,6.0,15,12,6,0.7076923076923077,0.7111111111111111,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/7_density_8,success,0.085,7024,0.0,105.0,59.0,0.0,6.0,15.0,2021.0,161.0,success,0.086,3640,105.0,success,0.48,149788,0.0,1.0,1647.0,0.0,memout,305.0,43228,,,,,,,,,15,12,6,0.7076923076923077,0.6555555555555556,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/7_density_9,success,0.18,6800,0.0,16.0,24.0,0.0,6.0,15.0,828.0,64.0,success,0.093,3596,16.0,success,0.303,84404,0.0,1.0,729.0,0.0,memout,305.0,901008,,,,,,,,,15,12,6,0.7384615384615385,0.7111111111111111,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/9_density_0,success,0.075,7008,0.0,94.0,46.0,0.0,6.0,15.0,1485.0,106.0,success,0.107,3464,94.0,success,0.524,143716,0.0,1.0,1773.0,0.0,memout,305.0,35836,,,,,,,,,15,12,6,0.8923076923076924,0.8888888888888888,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/9_density_1,success,0.237,7392,0.0,206.0,185.0,0.0,6.0,15.0,6612.0,443.0,success,0.125,3672,206.0,success,0.58,178488,0.0,1.0,2259.0,0.0,memout,305.0,218000,,,,,,,,,15,12,6,0.8923076923076924,0.8555555555555555,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/9_density_2,success,0.056,6964,0.0,76.0,23.0,0.0,6.0,15.0,676.0,47.0,success,0.112,3548,76.0,success,0.714,237740,0.0,1.0,2844.0,0.0,memout,305.0,3614888,,,,,,,,,15,12,6,0.9384615384615383,0.9444444444444444,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/9_density_3,success,0.132,6972,0.0,87.0,61.0,0.0,6.0,15.0,2053.0,149.0,success,0.106,3804,87.0,success,0.502,125204,0.0,1.0,1287.0,0.0,memout,305.0,146988,,,,,,,,,15,12,6,0.9025641025641026,0.9333333333333332,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/9_density_4,success,0.155,6800,0.0,1.0,8.0,0.0,6.0,15.0,230.0,20.0,success,0.168,3488,1.0,success,0.413,115152,0.0,0.0,1.0,1.0,success,0.512,75496,15.0,1.0,472.0,0.0,0.0,0.0,0.0,6.0,15,12,6,0.917948717948718,0.9,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/9_density_5,success,0.164,7268,0.0,171.0,130.0,0.0,6.0,15.0,4403.0,302.0,success,0.113,3624,171.0,success,0.554,180868,0.0,1.0,2430.0,0.0,memout,305.0,71280,,,,,,,,,15,12,6,0.8871794871794871,0.8666666666666667,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/9_density_6,success,0.123,7304,0.0,180.0,95.0,0.0,6.0,15.0,3092.0,212.0,success,0.13,3604,180.0,success,0.513,160024,0.0,1.0,2304.0,0.0,memout,305.0,75612,,,,,,,,,15,12,6,0.8974358974358975,0.8666666666666667,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/9_density_7,success,0.073,7116,0.0,117.0,41.0,0.0,6.0,15.0,1295.0,89.0,success,0.103,3592,117.0,success,0.312,90516,0.0,1.0,774.0,0.0,memout,305.0,79224,,,,,,,,,15,12,6,0.882051282051282,0.8777777777777778,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/9_density_8,success,0.152,7600,0.0,251.0,118.0,0.0,6.0,15.0,3796.0,256.0,success,0.116,3740,251.0,success,0.623,207408,0.0,1.0,2907.0,0.0,memout,305.0,114292,,,,,,,,,15,12,6,0.9230769230769232,0.9666666666666668,0.6311475409836066,0.6774193548387096
12_variables/15_constraints/9_density_9,success,0.169,7480,0.0,216.0,132.0,0.0,6.0,15.0,4533.0,303.0,success,0.288,3712,216.0,success,0.889,256244,0.0,1.0,3915.0,0.0,memout,305.0,57040,,,,,,,,,15,12,6,0.882051282051282,0.9222222222222224,0.6311475409836066,0.6774193548387096
12_variables/18_constraints/1_density_0,success,0.02,6616,0.0,6.0,0.0,0.0,6.0,11.0,23.0,6.0,success,0.187,3596,15.0,success,0.169,45360,0.0,0.0,5.0,0.0,success,0.024,6788,11.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,18,12,6,0.1367521367521367,0.0648148148148148,0.081967213114754,0.1612903225806451
12_variables/18_constraints/1_density_1,success,0.035,6616,0.0,7.0,0.0,0.0,6.0,12.0,13.0,6.0,success,0.11,3644,13.0,success,0.158,45248,0.0,0.0,6.0,0.0,success,0.029,6332,12.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,18,12,6,0.1495726495726495,0.0555555555555555,0.1557377049180328,0.1935483870967742
12_variables/18_constraints/1_density_2,success,0.165,6620,0.0,4.0,0.0,0.0,6.0,11.0,29.0,6.0,success,0.374,3660,12.0,success,0.149,43164,0.0,0.0,4.0,0.0,success,0.169,6420,11.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,18,12,6,0.1581196581196581,0.1111111111111111,0.1557377049180328,0.2580645161290322
12_variables/18_constraints/1_density_3,success,0.132,6624,0.0,5.0,0.0,0.0,6.0,13.0,18.0,6.0,success,0.098,3504,10.0,success,0.165,45288,0.0,0.0,5.0,0.0,success,0.026,6808,13.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,18,12,6,0.1837606837606837,0.1111111111111111,0.2540983606557377,0.3870967741935484
12_variables/18_constraints/1_density_4,success,0.058,6620,0.0,6.0,0.0,0.0,6.0,12.0,21.0,6.0,success,0.085,3452,12.0,success,0.199,43296,0.0,0.0,6.0,0.0,success,0.023,6772,12.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,18,12,6,0.1538461538461538,0.0648148148148148,0.1721311475409836,0.1935483870967742
12_variables/18_constraints/1_density_5,success,0.087,6376,0.0,7.0,0.0,0.0,6.0,13.0,29.0,6.0,success,0.166,3704,12.0,success,0.181,45532,0.0,0.0,7.0,0.0,success,0.025,6780,13.0,7.0,0.0,0.0,0.0,0.0,0.0,6.0,18,12,6,0.1837606837606837,0.1111111111111111,0.1900826446280991,0.2666666666666666
12_variables/18_constraints/1_density_6,success,0.03,6600,0.0,8.0,0.0,0.0,6.0,17.0,37.0,5.0,success,0.083,3580,9.0,success,0.177,47504,0.0,1.0,17.0,0.0,success,0.033,6680,17.0,16.0,1.0,0.0,0.0,0.0,0.0,6.0,18,12,6,0.2393162393162393,0.1944444444444444,0.2786885245901639,0.3870967741935484
12_variables/18_constraints/1_density_7,success,0.023,6620,0.0,9.0,0.0,0.0,6.0,15.0,33.0,6.0,success,0.218,3624,13.0,success,0.219,45184,0.0,0.0,9.0,0.0,success,0.023,6776,15.0,9.0,0.0,0.0,0.0,0.0,0.0,6.0,18,12,6,0.1752136752136752,0.1018518518518518,0.1721311475409836,0.1935483870967742
12_variables/18_constraints/1_density_8,success,0.07,6620,0.0,3.0,0.0,0.0,6.0,12.0,19.0,6.0,success,0.187,3404,9.0,success,0.207,45228,0.0,0.0,3.0,0.0,success,0.02,6800,12.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,18,12,6,0.1495726495726495,0.1203703703703703,0.1393442622950819,0.3225806451612903
12_variables/18_constraints/1_density_9,success,0.078,6608,0.0,5.0,0.0,0.0,6.0,10.0,16.0,6.0,success,0.14,3648,14.0,success,0.179,43472,0.0,0.0,5.0,0.0,success,0.022,6788,10.0,5.0,0.0,0.0,0.0,0.0,0.0,6.0,18,12,6,0.1239316239316239,0.0462962962962962,0.0737704918032786,0.1290322580645161
12_variables/18_constraints/3_density_0,success,0.025,6652,0.0,5.0,0.0,0.0,6.0,17.0,42.0,6.0,success,0.109,3528,6.0,success,0.161,43568,0.0,0.0,5.0,0.0,success,0.02,6880,17.0,5.0,1.0,0.0,0.0,0.0,0.0,6.0,18,12,6,0.3076923076923077,0.2592592592592592,0.5,0.6451612903225806
12_variables/18_constraints/3_density_1,success,0.043,6656,0.0,9.0,1.0,0.0,6.0,18.0,52.0,7.0,success,0.138,3584,11.0,success,0.208,45484,0.0,1.0,55.0,0.0,success,0.024,6868,18.0,11.0,2.0,0.0,0.0,0.0,0.0,6.0,18,12,6,0.3461538461538461,0.2962962962962963,0.5491803278688525,0.5806451612903226
12_variables/18_constraints/3_density_2,success,0.062,6744,0.0,35.0,4.0,0.0,6.0,18.0,158.0,13.0,success,0.219,3728,35.0,success,0.168,47344,0.0,1.0,165.0,0.0,success,1.637,277596,18.0,3345.0,1585.0,0.0,0.0,0.0,0.0,6.0,18,12,6,0.3547008547008547,0.287037037037037,0.5573770491803278,0.5483870967741935
12_variables/18_constraints/3_density_3,success,0.024,6648,0.0,7.0,1.0,0.0,6.0,17.0,27.0,6.0,success,0.116,3500,8.0,success,0.205,45388,0.0,1.0,21.0,0.0,success,0.024,6840,17.0,8.0,1.0,0.0,0.0,0.0,0.0,6.0,18,12,6,0.3461538461538461,0.2592592592592592,0.5737704918032787,0.6451612903225806
12_variables/18_constraints/3_density_4,success,0.11,7008,0.0,110.0,16.0,0.0,6.0,18.0,597.0,28.0,success,0.174,3532,110.0,success,0.32,92288,0.0,1.0,1836.0,0.0,success,0.274,18360,18.0,3038.0,221.0,0.0,0.0,0.0,0.0,6.0,18,12,6,0.3974358974358974,0.3333333333333333,0.5983606557377049,0.5806451612903226
12_variables/18_constraints/3_density_5,success,0.029,6776,0.0,47.0,4.0,0.0,6.0,18.0,135.0,13.0,success,0.1,3744,47.0,success,0.216,53636,0.0,1.0,396.0,0.0,success,0.046,7832,18.0,283.0,19.0,0.0,0.0,0.0,0.0,6.0,18,12,6,0.3247863247863248,0.287037037037037,0.5245901639344263,0.6451612903225806
12_variables/18_constraints/3_density_6,success,0.111,6680,0.0,13.0,1.0,0.0,6.0,18.0,55.0,5.0,success,0.173,3624,13.0,success,0.174,49656,0.0,1.0,172.0,0.0,success,0.024,6948,18.0,17.0,3.0,0.0,0.0,0.0,0.0,6.0,18,12,6,0.3547008547008547,0.2962962962962963,0.4918032786885246,0.4838709677419355
12_variables/18_constraints/3_density_7,success,0.075,7292,0.0,187.0,37.0,0.0,6.0,18.0,1425.0,64.0,success,0.129,3752,187.0,success,0.288,78148,0.0,1.0,1152.0,0.0,success,2.552,130452,18.0,32691.0,2225.0,0.0,0.0,0.0,0.0,6.0,18,12,6,0.4145299145299145,0.3518518518518518,0.5737704918032787,0.6129032258064516
12_variables/18_constraints/3_density_8,success,0.048,6984,0.0,104.0,17.0,0.0,6.0,18.0,630.0,33.0,success,0.095,3500,104.0,success,0.208,51424,0.0,1.0,276.0,0.0,memout,305.0,3995752,,,,,,,,,18,12,6,0.376068376068376,0.3333333333333333,0.5819672131147541,0.6451612903225806
12_variables/18_constraints/3_density_9,success,0.127,6760,0.0,39.0,6.0,0.0,6.0,17.0,232.0,19.0,success,0.17,3644,40.0,success,0.227,49552,0.0,1.0,209.0,0.0,success,0.983,52956,17.0,12071.0,844.0,0.0,0.0,0.0,0.0,6.0,18,12,6,0.329059829059829,0.2592592592592592,0.5409836065573771,0.5806451612903226
12_variables/18_constraints/5_density_0,success,0.104,7116,0.0,132.0,47.0,0.0,6.0,18.0,1742.0,113.0,success,0.137,3732,132.0,success,0.459,133468,0.0,1.0,2676.0,0.0,memout,305.0,157664,,,,,,,,,18,12,6,0.4487179487179487,0.3981481481481481,0.6065573770491803,0.6774193548387096
12_variables/18_constraints/5_density_1,success,0.221,7572,0.0,266.0,47.0,0.0,6.0,18.0,1469.0,63.0,success,0.175,4036,266.0,success,0.336,108892,0.0,1.0,2292.0,0.0,memout,305.0,579996,,,,,,,,,18,12,6,0.4871794871794871,0.4629629629629629,0.6147540983606558,0.6774193548387096
12_variables/18_constraints/5_density_2,success,0.412,10212,0.0,1034.0,375.0,0.0,6.0,18.0,13094.0,540.0,success,0.214,6708,1034.0,success,2.785,876844,0.0,1.0,22092.0,0.0,memout,305.0,881616,,,,,,,,,18,12,6,0.5598290598290598,0.5555555555555556,0.6229508196721312,0.6774193548387096
12_variables/18_constraints/5_density_3,success,0.232,7744,0.0,307.0,77.0,0.0,6.0,18.0,2689.0,115.0,success,0.118,4152,307.0,success,0.61,170540,0.0,1.0,3804.0,0.0,memout,305.0,576572,,,,,,,,,18,12,6,0.5341880341880342,0.5092592592592593,0.6229508196721312,0.6774193548387096
12_variables/18_constraints/5_density_4,success,0.289,7412,0.0,215.0,120.0,0.0,6.0,18.0,4582.0,230.0,success,0.108,3756,215.0,success,0.439,141852,0.0,1.0,2976.0,0.0,memout,305.0,41192,,,,,,,,,18,12,6,0.5341880341880342,0.4259259259259259,0.6147540983606558,0.6451612903225806
12_variables/18_constraints/5_density_5,success,0.028,6756,0.0,1.0,3.0,0.0,6.0,18.0,100.0,9.0,success,0.094,3584,1.0,success,0.284,76084,0.0,0.0,1.0,1.0,success,0.124,20984,18.0,1.0,90.0,0.0,0.0,0.0,0.0,6.0,18,12,6,0.5384615384615384,0.4722222222222222,0.6311475409836066,0.6774193548387096
12_variables/18_constraints/5_density_6,success,0.412,8544,0.0,524.0,238.0,0.0,6.0,18.0,8574.0,357.0,success,0.329,4860,524.0,success,1.254,410060,0.0,1.0,10980.0,0.0,memout,305.0,3319132,,,,,,,,,18,12,6,0.5085470085470085,0.4907407407407407,0.6229508196721312,0.6774193548387096
12_variables/18_constraints/5_density_7,success,0.18,7756,0.0,304.0,101.0,0.0,6.0,18.0,3505.0,160.0,success,0.154,4156,304.0,success,0.342,117076,0.0,1.0,2100.0,0.0,memout,305.0,349876,,,,,,,,,18,12,6,0.5170940170940171,0.4629629629629629,0.6229508196721312,0.6774193548387096
12_variables/18_constraints/5_density_8,success,0.052,7120,0.0,132.0,27.0,0.0,6.0,18.0,849.0,43.0,success,0.375,4320,132.0,success,0.586,143816,0.0,1.0,2952.0,0.0,memout,305.0,3994596,,,,,,,,,18,12,6,0.5299145299145299,0.5185185185185185,0.6311475409836066,0.6774193548387096
12_variables/18_constraints/5_density_9,success,0.139,7300,0.0,182.0,57.0,0.0,6.0,18.0,1970.0,89.0,success,0.168,3708,182.0,success,0.461,170480,0.0,1.0,3240.0,0.0,success,35.759,1317044,18.0,326077.0,32216.0,0.0,0.0,0.0,0.0,6.0,18,12,6,0.5512820512820513,0.5,0.6311475409836066,0.6774193548387096
12_variables/18_constraints/7_density_0,success,0.451,10256,0.0,1026.0,420.0,0.0,6.0,18.0,18495.0,771.0,success,0.207,6864,1026.0,success,1.933,588136,0.0,1.0,13320.0,0.0,memout,305.0,323368,,,,,,,,,18,12,6,0.7094017094017094,0.6759259259259259,0.6311475409836066,0.6774193548387096
12_variables/18_constraints/7_density_1,success,0.22,8512,0.0,514.0,190.0,0.0,6.0,18.0,6378.0,279.0,success,0.255,4904,514.0,success,0.675,221608,0.0,1.0,4620.0,0.0,memout,305.0,543484,,,,,,,,,18,12,6,0.6837606837606838,0.6666666666666666,0.6311475409836066,0.6774193548387096
12_variables/18_constraints/7_density_2,success,0.108,7040,0.0,102.0,63.0,0.0,6.0,18.0,2129.0,123.0,success,0.16,3640,102.0,success,0.893,276828,0.0,1.0,5712.0,0.0,memout,305.0,65896,,,,,,,,,18,12,6,0.782051282051282,0.7314814814814815,0.6311475409836066,0.6774193548387096
12_variables/18_constraints/7_density_3,success,0.086,7300,0.0,180.0,55.0,0.0,6.0,18.0,1786.0,93.0,success,0.114,3640,180.0,success,0.828,239940,0.0,1.0,4296.0,0.0,memout,305.0,48028,,,,,,,,,18,12,6,0.7435897435897436,0.7129629629629629,0.6311475409836066,0.6774193548387096
12_variables/18_constraints/7_density_4,success,0.329,8704,0.0,578.0,294.0,0.0,6.0,18.0,9672.0,440.0,success,0.179,5072,578.0,success,1.573,376800,0.0,1.0,6996.0,0.0,memout,305.0,190900,,,,,,,,,18,12,6,0.7692307692307693,0.8240740740740741,0.6311475409836066,0.6774193548387096
12_variables/18_constraints/7_density_5,success,0.161,7760,0.0,302.0,116.0,0.0,6.0,18.0,3806.0,176.0,success,0.119,4172,302.0,success,0.612,192852,0.0,1.0,3420.0,0.0,memout,305.0,67392,,,,,,,,,18,12,6,0.7478632478632479,0.7037037037037037,0.6311475409836066,0.6774193548387096
12_variables/18_constraints/7_density_6,success,0.445,8940,0.0,650.0,411.0,0.0,6.0,18.0,15278.0,641.0,success,0.196,5376,650.0,success,2.233,712928,0.0,1.0,15312.0,0.0,memout,305.0,255648,,,,,,,,,18,12,6,0.7008547008547008,0.6388888888888888,0.6311475409836066,0.6774193548387096
12_variables/18_constraints/7_density_7,success,0.294,8532,0.0,518.0,227.0,0.0,6.0,18.0,7980.0,344.0,success,0.143,4920,518.0,success,1.379,432400,0.0,1.0,9612.0,0.0,memout,305.0,205424,,,,,,,,,18,12,6,0.6837606837606838,0.6481481481481481,0.6311475409836066,0.6774193548387096
12_variables/18_constraints/7_density_8,success,0.045,6868,0.0,40.0,12.0,0.0,6.0,18.0,314.0,19.0,success,0.206,3604,40.0,success,0.815,243912,0.0,1.0,4152.0,0.0,memout,305.0,165844,,,,,,,,,18,12,6,0.782051282051282,0.7592592592592593,0.6311475409836066,0.6774193548387096
12_variables/18_constraints/7_density_9,success,0.631,8964,0.0,656.0,532.0,0.0,6.0,18.0,18478.0,805.0,success,0.247,5476,656.0,success,1.829,539040,0.0,1.0,11412.0,0.0,memout,305.0,483948,,,,,,,,,18,12,6,0.7136752136752137,0.7592592592592593,0.6311475409836066,0.6774193548387096
12_variables/18_constraints/9_density_0,success,0.459,9092,0.0,690.0,426.0,0.0,6.0,18.0,15848.0,715.0,success,0.185,5476,690.0,success,2.612,821512,0.0,1.0,17892.0,0.0,memout,305.0,591772,,,,,,,,,18,12,6,0.8760683760683761,0.8611111111111112,0.6311475409836066,0.6774193548387096
12_variables/18_constraints/9_density_1,success,0.423,8796,0.0,604.0,390.0,0.0,6.0,18.0,14308.0,646.0,success,0.22,5164,604.0,success,1.539,545128,0.0,1.0,11088.0,0.0,memout,305.0,257912,,,,,,,,,18,12,6,0.8846153846153846,0.8425925925925926,0.6311475409836066,0.6774193548387096
12_variables/18_constraints/9_density_2,success,0.351,8932,0.0,644.0,291.0,0.0,6.0,18.0,9755.0,435.0,success,0.209,5296,644.0,success,1.494,463052,0.0,1.0,9828.0,0.0,memout,305.0,601492,,,,,,,,,18,12,6,0.9188034188034188,0.9166666666666666,0.6311475409836066,0.6774193548387096
12_variables/18_constraints/9_density_3,success,0.66,9988,0.0,950.0,619.0,0.0,6.0,18.0,22228.0,943.0,success,0.217,6596,950.0,success,2.459,829820,0.0,1.0,17172.0,0.0,memout,305.0,407424,,,,,,,,,18,12,6,0.9188034188034188,0.925925925925926,0.6311475409836066,0.6774193548387096
12_variables/18_constraints/9_density_4,success,0.987,10324,0.0,1042.0,804.0,0.0,6.0,18.0,28920.0,1236.0,success,0.316,6788,1042.0,success,2.871,895692,0.0,1.0,19176.0,0.0,memout,305.0,246412,,,,,,,,,18,12,6,0.8888888888888888,0.8888888888888888,0.6311475409836066,0.6774193548387096
12_variables/18_constraints/9_density_5,success,0.153,7504,0.0,234.0,121.0,0.0,6.0,18.0,4151.0,210.0,success,0.169,3928,234.0,success,0.893,303604,0.0,1.0,5652.0,0.0,memout,305.0,558332,,,,,,,,,18,12,6,0.9188034188034188,0.9166666666666666,0.6311475409836066,0.6774193548387096
